Time                    	VDS1                    	VGS1                    	ID1                     	P1                      	E1                      	VDS2                    	VGS2                    	ID2                     	P2                      	E2                      
0                        	20.845259838867729484946 	4.127755235838748149e-06 	8.341157808899879456e-08 	1.738736018835186105e-06 	0                        	-0.845259838867727930634 	0                        	-19.99999991659843701086 	16.905196706858568234111 	0                        
1.000000000000000219e-07 	20.845259838867747248514 	4.127755083183082263e-06 	8.33932034538520516e-08  	1.738352994791109192e-06 	1.738544506813148093e-13 	-0.845259838867747359537 	0                        	-19.99999991659798936894 	16.905196706858578892252 	1.690519670685857977e-06 
2.000000000000000439e-07 	20.845259838867715274091 	4.127755089289308899e-06 	8.344720470176981921e-08 	1.739478664835575695e-06 	3.477460336626491013e-13 	-0.84525983886771471898  	0                        	-19.99999991659781173325 	16.905196706857772426247 	3.381039341371676142e-06 
4.000000000000000878e-07 	20.845259838867750801228 	4.127755111493769391e-06 	8.344720470176981921e-08 	1.73947866483557866e-06  	6.956417666297645991e-13 	-0.845259838867750468161 	0                        	-19.99999991659781173325 	16.90519670685849007441  	6.762078682743303157e-06 
8.000000000000001756e-07 	20.845259838867690405095 	4.127755508398500695e-06 	8.341984880644305536e-08 	1.738908424089362239e-06 	1.391319184414752942e-12 	-0.84525983886768918385  	0                        	-19.99999991659815634648 	16.905196706857555710712 	1.352415736548651314e-05 
1.600000000000000351e-06 	20.845259838867754353942 	4.127756154215234119e-06 	8.340492740899209325e-08 	1.738597383682343167e-06 	2.782321507523435328e-12 	-0.845259838867756130298 	0                        	-19.99999991659780107511 	16.905196706858593103107 	2.704831473097297546e-05 
3.200000000000000702e-06 	20.845259838867693957809 	4.127756858540720941e-06 	8.340634849446361345e-08 	1.738627006578245349e-06 	5.564101019731906677e-12 	-0.84525983886769351372  	0                        	-19.99999991659873543881 	16.905196706858131250328 	5.409662946194635749e-05 
6.400000000000001404e-06 	20.845259838867750801228 	4.127751264682011367e-06 	8.340066415257753265e-08 	1.738508514994621798e-06 	1.112751785424849474e-11 	-0.845259838867749691005 	0                        	-19.99999991659784726039 	16.905196706858504285265 	0.000108193258923892986  
1.280000000000000281e-05 	20.845259838867693957809 	4.127772161521825467e-06 	8.345750757143834067e-08 	1.739693430830900077e-06 	2.225776408089016755e-11 	-0.845259838867694734965 	0                        	-19.99999991659855780313 	16.905196706858003352636 	0.0002163865178477858637 
2.280000000000000532e-05 	20.845259838867754353942 	4.127749672511171752e-06 	8.336442647305376754e-08 	1.737753131148991436e-06 	3.964499689078963209e-11 	-0.845259838867755575187 	0                        	-19.99999991659840503644 	16.905196706859094035735 	0.0003854384849163713716 
3.280000000000001122e-05 	20.84525983886770461595  	4.127743394533034405e-06 	8.334666290465976504e-08 	1.737382844950148942e-06 	5.702067677128534623e-11 	-0.845259838867703838794 	0                        	-19.99999991659729303706 	16.90519670685711872693  	0.0005544904519849525428 
4.280000000000001035e-05 	20.845259838867757906655 	4.127749167248673245e-06 	8.334666290465976504e-08 	1.737382844950153389e-06 	7.439450522078685884e-11 	-0.845259838867758572789 	0                        	-19.99999991659784726039 	16.905196706858681920949 	0.0007235424190535315455 
5.280000000000000947e-05 	20.845259838867693957809 	4.127743858939325605e-06 	8.334666290465976504e-08 	1.737382844950148095e-06 	9.176833367028835854e-11 	-0.845259838867693624742 	0                        	-19.99999991659784726039 	16.905196706857381627742 	0.0008925943861221118493 
6.280000000000000859e-05 	20.845259838867750801228 	4.127748739701786462e-06 	8.334666290465976504e-08 	1.737382844950152754e-06 	1.091421621197898582e-10 	-0.845259838867752466562 	0                        	-19.99999991659951348311 	16.9051967068599680033   	0.0010616463531906985499 
7.280000000000002127e-05 	20.845259838867701063236 	4.12774425229134323e-06  	8.334666290465976504e-08 	1.737382844950148518e-06 	1.265159905692913838e-10 	-0.845259838867702284482 	0                        	-19.99999991659784726039 	16.905196706857555710712 	0.0012306983202592864431 
8.280000000000002039e-05 	20.845259838867757906655 	4.127748377880102737e-06 	8.334666290465976504e-08 	1.737382844950153389e-06 	1.438898190187928835e-10 	-0.845259838867759460967 	0                        	-19.99999991659840503644 	16.905196706859172195436 	0.0013997502873278699995 
9.280000000000001952e-05 	20.845259838867693957809 	4.127744584359049895e-06 	8.334666290465976504e-08 	1.737382844950148095e-06 	1.612636474682943832e-10 	-0.84525983886769351372  	0                        	-19.99999991659729303706 	16.905196706856912669537 	0.0015688022543964503033 
0.0001000000000000000183 	20.845259838867761459369 	4.12775501046347415e-06  	8.338929546880534458e-08 	1.73827153182736538e-06  	1.737760032246934219e-10 	-0.845259838867760904257 	0                        	-19.99999991659943887612 	16.905196706860074584711 	0.0016905196706858314441 
0.0001000060000000000179 	20.845382686260759186325 	0.074588885417466777028  	-0.000372840093028490064 	-0.007771994419959937436 	1.504652347794106221e-10 	-0.845382686260760296548 	0                        	-20.00037284011497007441 	16.907968917793144925099 	0.0016906211101827054149 
0.0001000180000000000172 	20.84509823686647678187  	0.2793771037190256878446 	-0.000230814600179470009 	-0.004811353015244110645 	7.496515016819132452e-11 	-0.845098236866478003115 	0                        	-20.00023081461588958518 	16.902159798354492892258 	0.0016908239709550023158 
0.0001000420000000000156 	20.845570736550598667236 	1.1381940890992783277369 	-0.001140572931589569662 	-0.023775893725645261961 	-2.6808181072245853e-10  	-0.845570736550597223946 	0                        	-20.00114057288911695309 	16.912379166069886338164 	0.0016912297454225754846 
