Time                    	VDS1                    	VGS1                    	ID1                     	P1                      	E1                      	VDS2                    	VGS2                    	ID2                     	P2                      	E2                      
0                        	30.781907629505703027917 	6.088558442751690336e-06 	1.576263457536697388e-07 	4.852039614965990471e-06 	0                        	-0.781907629505704027117 	0                        	-39.99999984240173489525 	31.276305057000875819995 	0                        
1.000000000000000219e-07 	30.781907629505674606207 	6.088558437644664423e-06 	1.575411801013615596e-07 	4.84941805372342866e-06  	4.850728834344710271e-13 	-0.781907629505676049497 	0                        	-39.9999998424003209152  	31.276305056998651821232 	3.127630505699976951e-06 
2.000000000000000439e-07 	30.781907629505688817062 	6.08855842443301043e-06  	1.575841679368750457e-07 	4.850741301305400051e-06 	9.700808511859125755e-13 	-0.781907629505689372174 	0                        	-39.99999984240139383473 	31.276305057000023168712 	6.25526101139991155e-06  
4.000000000000000878e-07 	30.781907629505717238771 	6.088558464290017014e-06 	1.575838126655071656e-07 	4.85073036537497463e-06  	1.94022801785395011e-12  	-0.781907629505717016727 	0                        	-39.99999984240139383473 	31.276305057001128062666 	1.251052202280002808e-05 
8.000000000000001756e-07 	30.781907629505649737212 	6.08855917827444415e-06  	1.57557877855651922e-07  	4.849932042453611463e-06 	3.880360499419668301e-12 	-0.781907629505650958457 	0                        	-39.99999984240055539431 	31.276305056997831144372 	2.502104404559982238e-05 
1.600000000000000351e-06 	30.781907629505731449626 	6.088559563521833695e-06 	1.575969577061187275e-07 	4.8511349948008685e-06   	7.760787314321460753e-12 	-0.781907629505731560648 	0                        	-39.99999984240126593704 	31.276305057001611231726 	5.004208809119960411e-05 
3.200000000000000702e-06 	30.781907629505649737212 	6.088557029215735383e-06 	1.575642727402737629e-07 	4.850128889201341876e-06 	1.552179842152323252e-11 	-0.781907629505650958457 	0                        	-39.99999984240103856337 	31.276305056998207732022 	0.0001000841761823994657 
6.400000000000001404e-06 	30.781907629505738555054 	6.088555089545089061e-06 	1.576438535266788941e-07 	4.852578537617561868e-06 	3.104613030443347895e-11 	-0.781907629505736889719 	0                        	-39.99999984240113093392 	31.276305057001717813137 	0.0002001683523647993651 
1.280000000000000281e-05 	30.781907629505653289925 	6.088569932227727577e-06 	1.576154318172484901e-07 	4.851703663183189417e-06 	6.209983334699588022e-11 	-0.781907629505652845836 	0                        	-39.99999984240148620529 	31.276305056998634057663 	0.0004003367047296005734 
2.280000000000000532e-05 	30.781907629505742107767 	6.088552760186161095e-06 	1.575273245180142377e-07 	4.848991552436689031e-06 	1.106033094250952789e-10 	-0.781907629505741441633 	0                        	-39.99999984240110961764 	31.276305057001881237966 	0.0007130997552996032676 
3.280000000000001122e-05 	30.781907629505649737212 	6.08854924921686802e-06  	1.575273245180142377e-07 	4.848991552436674631e-06 	1.590932249494621183e-10 	-0.781907629505649626189 	0                        	-39.99999984240055539431 	31.276305056997777853667 	0.0010258628058696017335 
4.280000000000001035e-05 	30.781907629505752765908 	6.088552526595236714e-06 	1.575273245180142377e-07 	4.848991552436690725e-06 	2.075831404738289576e-10 	-0.78190762950575187773  	0                        	-39.99999984240055539431 	31.276305057001867027111 	0.0013386258564395999825 
5.280000000000000947e-05 	30.781907629505649737212 	6.088549503679985264e-06 	1.575273245180142377e-07 	4.848991552436674631e-06 	2.56073055998195797e-10  	-0.781907629505650736412 	0                        	-39.99999984240055539431 	31.276305056997820486231 	0.0016513889070095984484 
6.280000000000000859e-05 	30.781907629505745660481 	6.088552276128922358e-06 	1.575273245180142377e-07 	4.848991552436689878e-06 	3.045629715225626364e-10 	-0.78190762950574610457  	0                        	-39.99999984240166384097 	31.27630505700250296286  	0.0019641519575796001669 
7.280000000000002127e-05 	30.781907629505656842639 	6.088549734051262874e-06 	1.575273245180142377e-07 	4.848991552436676325e-06 	3.530528870469295274e-10 	-0.781907629505655399349 	0                        	-39.99999984240055539431 	31.276305056998008780056 	0.0022769150081496029696 
8.280000000000002039e-05 	30.781907629505749213195 	6.088552064742458469e-06 	1.575273245180142377e-07 	4.848991552436690725e-06 	4.015428025712963668e-10 	-0.781907629505749435239 	0                        	-39.99999984240000117097 	31.276305057001337672773 	0.0025896780587195997007 
9.280000000000001952e-05 	30.781907629505649737212 	6.088549927674158369e-06 	1.575273245180142377e-07 	4.848991552436674631e-06 	4.500327180956632062e-10 	-0.781907629505649071078 	0                        	-39.99999984240000117097 	31.276305056997323106316 	0.0029024411092895929624 
0.0001000000000000000183 	30.781907629505745660481 	6.088562857553547758e-06 	1.575827468514034726e-07 	4.850697557583689051e-06 	4.849515988917365483e-10 	-0.781907629505745105369 	0                        	-39.99999984240111672307 	31.276305057002034004654 	0.0031276305056999907303 
0.0001000060000000000179 	30.781989529873538202764 	0.074732540898924559869  	-0.000248417589538957545 	-0.007646787640224613283 	4.620257880637369849e-10 	-0.781989529873539201965 	0                        	-40.00024841763012517504 	31.279775454927360556212 	0.0031278181739415266381 
0.0001000180000000000172 	30.781775185073541933889 	0.2800363003706698439288 	-7.879119313258276e-05   	-0.002425332793570872739 	4.015930654609680692e-10 	-0.781775185073541711844 	0                        	-40.00007879116343900705 	31.271068999918046671382 	0.0031281934790082558361 
0.0001000420000000000156 	30.782136282821568329382 	1.1421421794334161159412 	-0.00067136387534101334  	-0.020666014306110303683 	1.244969002648122349e-10 	-0.78213628282156821836  	0                        	-40.00067136383194110749 	31.285976410874663855566 	0.0031289441635531851406 
0.0001000600000000000144 	30.781687605411978125858 	2.1528037271034388133728 	-0.000662329082395230525 	-0.020387606906269156032 	-2.44985690646578526e-10 	-0.781687605411976682568 	0                        	-40.00066232913059849352 	31.268021950951158771659 	0.0031295071495384416474 
0.000100062038400614982  	30.781560248955361913659 	2.2657369788787802278307 	-0.000295184849385764778 	-0.009086250225946732387 	-2.75025454898466939e-10 	-0.781560248955363356949 	0                        	-40.00029518474633505321 	31.262640662878368402744 	0.0031295708808090046474 
0.0001000657750963080441 	30.782554706984210923792 	2.4880958029118644958544 	-0.000634099322131553367 	-0.019519197073176144247 	-3.28470380758841164e-10 	-0.782554706984212034016 	0                        	-40.00063409932978686356 	31.302684496783701462164 	0.0031296877745995341745 
0.0001000728726553067266 	30.780643367273675892193 	2.9007606798166216677259 	0.0005376345327537493694 	0.0165487368146239773037 	-3.39011889227998997e-10 	-0.780643367273674559925 	0                        	-39.99946236553267198133 	31.225314990166044282205 	0.003129909672682248175  
0.0001000782254554300274 	30.776291207568263530447 	3.204498576594613457047  	0.0100782904643562671448 	0.310172402205486863469  	5.35424587387907527e-10  	-0.776291207568261754091 	0                        	-39.9899217095163663771  	31.043824614440705289553 	0.0031300763298113248173 
0.0001000832789697952865 	30.751023858763662843785 	3.4941812444977964347004 	0.0575494537996671384761 	1.7697046268523812795337 	5.790768809546120336e-09 	-0.751023858763663620941 	0                        	-39.942450546189547822   	29.997733337676077525202 	0.0031302305670063194053 
0.000100088481490642124  	30.612493577566286973024 	3.8397259048902050437846 	0.3257749525820437530577 	9.9727836436497767635956 	3.633603882006225433e-08 	-0.612493577566285418712 	0                        	-39.6742250474689868156  	24.300208036494208130307 	0.0031303718100922891046 
0.0001000934256713598874 	30.059619092318769162375 	4.3628709547749497943414 	1.4580035498750125722012 	43.827031344491466313684 	1.693340427618638833e-07 	-0.059619092318768177052 	0                        	-38.54199645006026031524 	2.2978388445057778000091 	0.003130437562867548814  
0.000100098128694491129  	29.120146269630573954146 	5.0388707832129995267678 	4.303254636645840847109  	125.31140445459284649132 	5.670650307344220664e-07 	0.8798537303694261568765 	0                        	-35.69674536332198044875 	-31.40791456996636199506 	0.0031303691101878042269 
0.0001001042315550134743 	28.445326907996602017192 	5.6137384382309987174153 	10.352299846575109043556 	294.47455338543204561574 	1.84801260570283005e-06  	1.5546730920033962064508 	0                        	-29.64770015338958941697 	-46.09248166825975800975 	0.0031301326231334700503 
0.0001001085715951264529 	28.143578655802805599251 	5.9409711310623656288499 	15.632595002693566499374 	439.95716705261628476364 	3.441744169175343062e-06 	1.8564213441971939566599 	0                        	-24.36740499726347408682 	-45.23617073961727896858 	0.0031299344381260129147 
0.0001001117433614019111 	27.80250290972104210141  	6.2459609904891495446577 	20.004718456265369042058 	556.18124308846813619311 	5.021503276662353227e-06 	2.1974970902789570104119 	0                        	-19.99528154368578469757 	-43.93957301155804628934 	0.0031297930158177035553 
0.0001001147394668560855 	27.575211123528525547499 	6.4696345710597364941918 	24.55755425443028983068  	677.17974324342139880173 	6.869143065719783035e-06 	2.4247888764714753406793 	0                        	-15.4424457456199224481  	-37.44467066949344769    	0.0031296710979295152937 
0.0001001181312642712278 	27.332658049033526026506 	6.7111293202123745160748 	30.076971004889763605661 	822.08356362734821232152 	9.411741770150785984e-06 	2.667341950966473085316  	0                        	-9.92302899513667924225  	-26.46811151938475248357 	0.0031295627083248039879 
0.0001001212703997795791 	27.110001863073900807422 	6.9277448478067693571347 	35.513225508337114888491 	962.76360969478275819711 	1.221318033952873253e-05 	2.8899981369260991925785 	0                        	-4.486774491574388790127 	-12.96676992145753004593 	0.0031295008126065045582 
0.0001001249056110795136 	26.863076361641194722552 	7.1610568200841928643285 	42.168867087110129432403 	1132.7854966449374387594 	1.602206223499570109e-05 	3.1369236383588057215377 	0                        	2.1688670871594162292695 	6.8035704341687806007144 	0.0031294896103402944192 
0.0001001279449784225239 	23.840304026862572328582 	6.4955649797565078173989 	46.663494798630779314408 	1112.4719029552779829828 	1.943414324349416436e-05 	6.1596959731374267832393 	0                        	6.6634947987083084086635 	41.045102078625752994867 	0.0031295623251866152778 
0.0001001288553841142218 	20.804800690889479142243 	5.5679191015651756657689 	47.181171138796521802306 	981.59486190540860661713 	2.038736839425647242e-05 	9.1951993091105226341142 	0                        	7.1811711387601144807036 	66.03229989373143382636  	0.0031296110671247190024 
0.0001001295201425827488 	17.672161125250152480248 	4.5916827639436412766827 	46.89470994663332703567  	828.73087009877508535283 	2.09890830748275975e-05  	12.327838874749847519752 	0                        	6.8947099466756380792276 	84.996873310752377506105 	0.0031296612660856601776 
0.0001001300319774989689 	14.765733374849133952011 	3.7755143634922312401159 	46.201266338724011006889 	682.19558033799103213823 	2.137575553141458294e-05 	15.234266625150866047989 	0                        	6.2012663388130988550984 	94.471744819051892250172 	0.0031297071952382225259 
0.000100131055647331409  	8.8414419558200663118441 	2.2420682355294552223768 	43.60174849946370301268  	385.50232853027301871407 	2.192224060114850281e-05 	21.158558044179933688156 	0                        	3.6017484992760189221883 	76.207804682469614476759 	0.0031297945549911419978 
0.0001001326268646532945 	5.0688977312737613090121 	2.3089762477690705111399 	38.59945163419511260372  	195.65667281698287638392 	2.237880414599172993e-05 	24.931102268726238690988 	0                        	-1.400548365808693684897 	-34.91721454027394599962 	0.0031298269932363729715 
