Time                    	VDS1                    	VGS1                    	ID1                     	P1                      	E1                      	VDS2                    	VGS2                    	ID2                     	P2                      	E2                      
0                        	20.888717650509484258237 	4.136360714057651933e-06 	8.358620107173919678e-08 	1.746008553666273252e-06 	0                        	-0.88871765050948392517  	0                        	-39.99999991642425811733 	35.548705946104121267126 	0                        
1.000000000000000219e-07 	20.888717650509491363664 	4.13636066931566404e-06  	8.354241742836167264e-08 	1.745093969502050261e-06 	1.745551261584162166e-13 	-0.888717650509489920374 	0                        	-39.99999991642423680105 	35.548705946104341535374 	3.554870594610424351e-06 
2.000000000000000439e-07 	20.888717650509470047382 	4.136360509998660007e-06 	8.361489278740920286e-08 	1.746607886813811629e-06 	3.491402189742093545e-13 	-0.888717650509468715114 	0                        	-39.99999991642447128015 	35.548705946103702046912 	7.109741189220827526e-06 
4.000000000000000878e-07 	20.888717650509502021805 	4.136360332918087579e-06 	8.361489278740920286e-08 	1.74660788681381417e-06  	6.984617963369720854e-13 	-0.888717650509502909983 	0                        	-39.99999991642444996387 	35.54870594610505207811  	1.421948237844170418e-05 
8.000000000000001756e-07 	20.888717650509466494668 	4.136360710726982859e-06 	8.35910896057612395e-08  	1.746110668873183234e-06 	1.397005507474371652e-12 	-0.888717650509467493869 	0                        	-39.99999991642462759955 	35.548705946103794417468 	2.843896475688347273e-05 
1.600000000000000351e-06 	20.88871765050948781095  	4.13636137397421777e-06  	8.361666914424860311e-08 	1.746644992630277936e-06 	2.794107772075756212e-12 	-0.888717650509487477883 	0                        	-39.99999991642391705682 	35.548705946103957842297 	5.687792951376657955e-05 
3.200000000000000702e-06 	20.888717650509466494668 	4.13636087126523222e-06  	8.355982572538779509e-08 	1.745457606503402915e-06 	5.58778985138270174e-12  	-0.888717650509466938757 	0                        	-39.99999991642449259643 	35.548705946103652308921 	0.0001137558590275326848 
6.400000000000001404e-06 	20.888717650509484258237 	4.136355108208533693e-06 	8.35939317767042799e-08  	1.746170038179528266e-06 	1.117439408287539227e-11 	-0.888717650509485257437 	0                        	-39.99999991642405205994 	35.548705946103993369434 	0.0002275117180550649629 
1.280000000000000281e-05 	20.888717650509477152809 	4.136377786512213106e-06 	8.361666914424860311e-08 	1.746644992630276877e-06 	2.235140218146677353e-11 	-0.888717650509477152809 	0                        	-39.99999991642440733131 	35.548705946103979158579 	0.0004550234361101305222 
2.280000000000000532e-05 	20.888717650509491363664 	4.136353881412091482e-06 	8.352429858859979008e-08 	1.744715490174109389e-06 	3.980820459548870576e-11 	-0.888717650509492806954 	0                        	-39.99999991642467733755 	35.548705946104846020717 	0.0008105104955711747716 
3.280000000000001122e-05 	20.888717650509477152809 	4.136347617533786547e-06 	8.352429858859979008e-08 	1.744715490174108331e-06 	5.725535949722980223e-11 	-0.888717650509475376452 	0                        	-39.99999991642245333878 	35.54870594610217438003  	0.0011659975550322100764 
4.280000000000001035e-05 	20.888717650509494916378 	4.13635337814799442e-06  	8.352429858859979008e-08 	1.744715490174109813e-06 	7.470251439897088578e-11 	-0.888717650509494916378 	0                        	-39.99999991642356889088 	35.548705946103943631442 	0.0015214846144932406106 
5.280000000000000947e-05 	20.888717650509470047382 	4.136348080940877026e-06 	8.352429858859979008e-08 	1.744715490174107695e-06 	9.214966930071196933e-11 	-0.88871765050946849307  	0                        	-39.99999991642467733755 	35.548705946103872577169 	0.0018769716739542796017 
6.280000000000000859e-05 	20.88871765050948781095  	4.136352951822352964e-06 	8.352429858859979008e-08 	1.744715490174109178e-06 	1.095968242024530529e-10 	-0.888717650509488699129 	0                        	-39.99999991642412311421 	35.5487059461041923214   	0.0022324587334153198938 
7.280000000000002127e-05 	20.888717650509473600096 	4.136348472516537811e-06 	8.352429858859979008e-08 	1.744715490174107907e-06 	1.270439791041941623e-10 	-0.888717650509472600895 	0                        	-39.99999991642412311421 	35.54870594610354572751  	0.0025879457928763591017 
8.280000000000002039e-05 	20.888717650509494916378 	4.13635259188804838e-06  	8.352429858859979008e-08 	1.744715490174109813e-06 	1.444911340059352588e-10 	-0.88871765050949358411  	0                        	-39.99999991642467733755 	35.548705946104881547853 	0.0029434328523374013453 
9.280000000000001952e-05 	20.888717650509470047382 	4.136348803585043754e-06 	8.352429858859979008e-08 	1.744715490174107695e-06 	1.619382889076763552e-10 	-0.88871765050947093556  	0                        	-39.99999991642412311421 	35.548705946103481778664 	0.0032989199117984431553 
0.0001000000000000000183 	20.88871765050948781095  	4.136359517126209084e-06 	8.359393177670425343e-08 	1.746170038179528055e-06 	1.745054768097494349e-10 	-0.888717650509486478683 	0                        	-39.99999991642550156712 	35.548705946105329189777 	0.0035548705946103946809 
0.0001000060000000000179 	20.888840088397191863123 	0.0745903003063586034216 	-0.000372081772944430104 	-0.007772356654843512978 	1.511936453553349751e-10 	-0.888840088397191752101 	0                        	-40.0003720818077042054  	35.553934257114519823517 	0.0035550839025310044736 
0.0001000180000000000172 	20.888555967448755978921 	0.2793830940990885691733 	-0.000229710533773171192 	-0.004798321341033414539 	7.576957738007838454e-11 	-0.888555967448755312788 	0                        	-40.00022971056744580665 	35.542442808645702712056 	0.0035555104807933990245 
0.0001000420000000000156 	20.889027507313404186107 	1.13822317009754847561   	-0.001137473303131666643 	-0.02376071111795202348  	-2.66938812127724258e-10 	-0.889027507313402964861 	0                        	-40.00113747331788260908 	35.562111537604550903779 	0.0035563637354455541681 
0.0001000600000000000144 	20.888473052549528574673 	2.1448104690261722282685 	-0.001368738025799752294 	-0.028590847367917966021 	-7.38102838500522968e-10 	-0.888473052549528574673 	0                        	-40.00136873801816506102 	35.540138188826283283106 	0.0035570036556930918238 
0.0001000618596974893747 	20.888197869091559510935 	2.2465018672713421565845 	-0.000860836390562547821 	-0.017981320858985079536 	-7.81407910663341971e-10 	-0.888197869091559399912 	0                        	-40.00086083636834644039 	35.528679356690375357175 	0.0035570697389438726138 
0.000100064977864105969  	20.889456969367955707639 	2.4315568932395335011165 	-0.001094085342246251371 	-0.022854848677669282325 	-8.45074900962732529e-10 	-0.889456969367956151729 	0                        	-40.00109408534095933874 	35.579251916549843315352 	0.0035571806021326081611 
0.000100071095768510985  	20.888666623116524334591 	2.7872022718539866126264 	-0.002171012012538061243 	-0.04534954616468883648  	-1.05370888478648832e-09 	-0.88866662311652522277  	0                        	-40.00217101203539016296 	35.548594230595242038362 	0.0035573981788142397011 
0.0001000765036592811603 	20.888041775325998372637 	3.0934007334471629313555 	-0.001031649776012323778 	-0.021549143618851129833 	-1.23459928829510197e-09 	-0.888041775325999815927 	0                        	-40.00103164977839043104 	35.522587161140705802609 	0.0035575903514071765925 
0.0001000830172553314245 	20.889362717052389228911 	3.450359094658408842804  	-0.001102387363723981084 	-0.023028169495525403071 	-1.37977859361169978e-09 	-0.889362717052388451755 	0                        	-40.0011023873986317767  	35.57548910434763200783  	0.0035578219034815487636 
0.0001000896412801060404 	20.885495326750898925638 	3.8049482982240174777644 	0.0033403539995949158535 	0.0697649478482332829898 	-1.22498580476466665e-09 	-0.885495326750898370527 	0                        	-39.99665964596608347392 	35.416855202149207570983 	0.0035580570310052958734 
0.0001000956880089487184 	20.836589830388902555569 	4.140058672674689077553  	0.0900240945781598800313 	1.8757951335772549139591 	4.65715132499461402e-09  	-0.836589830388900779212 	0                        	-39.90997590538906081292 	33.388279973514549681113 	0.0035582650540029914406 
