 ,[],"[10.0, 20.0, 30.0, 40.0, 50.0]"
20.0,"[1.1128379449000005e-05, 9.290804344599946e-06, 1.343965609999949e-06, 1.8195696610001384e-06, 2.378833629000177e-07, 3.687274187259361e-06, 8.038159146369785e-06, 1.2900723174925652e-05, 1.8435811434643418e-05, 2.4588169000187955e-05, 0, 0, 0, 0, 0, 0, 0]"
30.0,"[9.054481463299444e-06, 4.793084005699864e-06, 2.180931115400124e-06, 2.9348518851000146e-06, 8.948465830002986e-08, 5.75285042463613e-06, 1.1648220060495201e-05, 1.927247279442502e-05, 2.7625142933311085e-05, 3.6899347394062003e-05, 0, 0, 0, 0, 0, 0, 0]"
35.0,"[0, 5.632996623700006e-06, 2.462220838699708e-06, 5.564615776999706e-07, 2.8603984000190666e-09, 6.63560761495016e-06, 1.4006959336273137e-05, 2.2426473196300325e-05, 3.2115532202176656e-05, 0, 0, 0, 0, 0, 0, 0, 0]"
